Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of India",36655877,44374378,81030255,1072175.91,55580207,"(A) Public Sector Banks","2017-02-01"
"State Bank of India",6855810,1125287,7981097,154047.13,3849355,"(B) Regional Rural Bank","2017-02-01"
"State Bank of India",36951262,44810039,81761301,1043446,56045814,"(A) Public Sector Banks","2017-02-08"
"State Bank of India",6883276,1122879,8006155,153900.84,3850227,"(B) Regional Rural Bank","2017-02-08"
"State Bank of India",37518818,45675208,83194026,1104150.14,56978862,"(A) Public Sector Banks","2017-02-22"
"State Bank of India",6963016,1147351,8110367,111364.77,3869673,"(B) Regional Rural Bank","2017-02-22"
"State Bank of India",37699871,45943734,83643605,1057572.97,57308432,"(A) Public Sector Banks","2017-03-01"
"State Bank of India",6928466,1122126,8050592,155981.99,3867788,"(B) Regional Rural Bank","2017-03-01"
"State Bank of India",37975592,46337238,84312830,1064117.53,57724392,"(A) Public Sector Banks","2017-03-08"
"State Bank of India",6770060,1296866,8066926,154561.06,3878560,"(B) Regional Rural Bank","2017-03-08"
"State Bank of India",38180574,46589283,84769857,1053702.6,57998673,"(A) Public Sector Banks","2017-03-15"
"State Bank of India",6791210,1300996,8092206,154206.82,3950796,"(B) Regional Rural Bank","2017-03-15"
"State Bank of India",38406701,46882838,85289539,1044684.27,58326331,"(A) Public Sector Banks","2017-03-22"
