Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Canara Bank",639096,437593,1076689,73823.06,1041215,"(B) Regional Rural Bank","2016-12-28"
"Canara Bank",4279262,1993873,6273135,212405.57,4272943,"(A) Public Sector Banks","2017-01-04"
"Canara Bank",639275,437677,1076952,72786.55,1041289,"(B) Regional Rural Bank","2017-01-04"
"Canara Bank",4300477,2000209,6300686,208305.32,4274966,"(A) Public Sector Banks","2017-01-11"
"Canara Bank",639515,437759,1077274,71614.13,1041390,"(B) Regional Rural Bank","2017-01-11"
"Canara Bank",4309882,2006972,6316854,205750.38,4273988,"(A) Public Sector Banks","2017-01-18"
"Canara Bank",639654,437823,1077477,66473.65,1041438,"(B) Regional Rural Bank","2017-01-18"
"Canara Bank",4321935,2012535,6334470,202535.62,4271570,"(A) Public Sector Banks","2017-01-25"
"Canara Bank",639890,437930,1077820,65750.51,1041561,"(B) Regional Rural Bank","2017-01-25"
"Canara Bank",4327561,2016821,6344382,202158.75,4269532,"(A) Public Sector Banks","2017-02-01"
"Canara Bank",640012,437992,1078004,64586.75,1041647,"(B) Regional Rural Bank","2017-02-01"
"Canara Bank",4340598,2021881,6362479,199074.32,4268053,"(A) Public Sector Banks","2017-02-08"
"Canara Bank",640247,438215,1078462,61105.14,1041994,"(B) Regional Rural Bank","2017-02-08"
"Canara Bank",4365049,2027529,6392578,193746.13,4266479,"(A) Public Sector Banks","2017-02-22"
"Canara Bank",640626,438414,1079040,59765.07,1042232,"(B) Regional Rural Bank","2017-02-22"
"Canara Bank",4376049,2027841,6403890,189014.88,4266197,"(A) Public Sector Banks","2017-03-01"
"Canara Bank",640726,438459,1079185,59214.48,1042290,"(B) Regional Rural Bank","2017-03-01"
"Canara Bank",4376049,2027841,6403890,186805.74,4265688,"(A) Public Sector Banks","2017-03-08"
"Canara Bank",640821,438502,1079323,58840.74,1044135,"(B) Regional Rural Bank","2017-03-08"
"Canara Bank",4396779,2046437,6443216,184756.01,4265626,"(A) Public Sector Banks","2017-03-15"
"Canara Bank",640887,438533,1079420,58297.02,1044845,"(B) Regional Rural Bank","2017-03-15"
"Canara Bank",4410217,2045798,6456015,182480.74,4264865,"(A) Public Sector Banks","2017-03-22"
"Canara Bank",640938,438542,1079480,57387.94,1046800,"(B) Regional Rural Bank","2017-03-22"
"Canara Bank",4406654,2056690,6463344,182052.17,4261989,"(A) Public Sector Banks","2017-03-29"
"Canara Bank",640970,438548,1079518,56818.72,1048612,"(B) Regional Rural Bank","2017-03-29"
"Canara Bank",4410436,2056773,6467209,185244.3,4258708,"(A) Public Sector Banks","2017-04-05"
"Canara Bank",641016,438557,1079573,56698.7,1051970,"(B) Regional Rural Bank","2017-04-05"
"Canara Bank",4404513,2071004,6475517,184184.29,4258007,"(A) Public Sector Banks","2017-04-12"
"Canara Bank",641082,438592,1079674,56652.98,1052008,"(B) Regional Rural Bank","2017-04-12"
